experiment_id,video_id,model_name,technique_name,rag_enabled,pred_name_original,pred_name_en,is_hallucinated
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,白尿,Banana,0
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,食局,Popiah Dough,1
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,合局,Cocoa Powder,1
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,羀局,Sugar,1
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,六是,Vegetable Oil,1
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,飲局,Vanilla Ice Cream,0
132,DV5BZafjOq4,Gemma-SEA-LION v4 4B,zero-shot,false,六是,Milk Compound Coklat,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,甮球豿,Kway Teow,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,北制豿,Soy Sauce,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,日穦,Vegetable Oil,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,讞大,Garlic,0
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,黑大,Chili Pepper,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,甲,Carrot,0
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,绖和,Fish,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,曒两,Shrimp,0
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,儿生,Bok Choy,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,兽闠,Tomato,0
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,已大,Tapioca Flour,1
133,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,zero-shot,false,生迂,Egg,0
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,摖尿し,Daging batang pinang,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,这前 大,Sos tiram,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居ぁ,Kicap pekat,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居お,Ajishio Flavoured Black Pepper,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居お,Ajishio Flavoured Pepper,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,子い,Kerisik,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居 刺,Cili kering,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居 刺,Bawang putih,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居 刺,Bawang merah,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居 刺,Halia,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居 刺,Lengkuas,1
134,DVxWajnjfAI,Gemma-SEA-LION v4 4B,zero-shot,false,王居 刺,Daun bawang,1
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Kentang,Potatoes,0
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Garam,Salt,0
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Garam,Salt,0
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Garam,Salt,0
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Butter,Butter,0
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Kentang Sup,Potato Puree,1
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Bawang Putih,Garlic,0
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Daging,Ground Beef,1
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Sos Bolognese,Bolognese Sauce,1
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Kari,Curry Powder,0
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Parsley,Fresh Parsley,1
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Mozzarella Cheese,Mozzarella Cheese,1
135,DVU9gqREi88,Gemma-SEA-LION v4 4B,zero-shot,false,Perfect Italiano Parmesan Cheese,Parmesan Cheese,0
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u67e5\u8fc7\u672c\u67b0,Chocolate,1
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u4e09\u662f,Baking Powder,1
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u4e09\u662f\u672c,Butter,1
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u6771\u662f,Sugar,0
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u67e5\u8fc7\u672c,Chocolate,1
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u5b50\u4e2d\u662f,Agar-Agar,1
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u672c\u662f,Milk,1
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u8fc7\u8def,Marjoram,1
136,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,zero-shot,false,\u8fc7\u662f,Sugar,0
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,Ayam,Chicken,0
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,Kicap Pekat,Soy Sauce,0
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,Sos Tiram,Tiramisu Sauce,0
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,Garlic Powder,Garlic Powder,0
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,Black Pepper,Black Pepper,1
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,Madu,Honey,0
137,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,zero-shot,false,Butter,Butter,0
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,கின கற஬,Sapi,1
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,கற஬ ணபி,Minyak Sapi,1
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,஝ி ம ்,Daun Salam,1
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,஗ி ம ை,Rempah 4 Sekawan,1
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,ன ி ை,Daun Pandan,1
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,ஊி ௃,Bawang Besar Merah Hiris,1
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,ஈி ை,Bawang Putih,1
138,DVutKvujazg,Gemma-SEA-LION v4 4B,zero-shot,false,஝ி ை,Halia Hiris,1
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,私食,Butter,1
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,王食,Water,0
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,缼岲 王,Flour,1
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,獋王,Egg,1
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,犾王,White Chocolate,0
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,粎王,Milk Compound Chocolate,0
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,王食,Cream Cheese,0
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,焯王,Icing Sugar,0
139,DVphyIijuJ_,Gemma-SEA-LION v4 4B,zero-shot,false,王食,Vanilla Essence,0
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Potongan tauhu putih,White tofu pieces,1
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Potongan tempe,Tempe pieces,1
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Potongan kentang,Potato pieces,1
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Suhun,Suhun,0
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Fucuk,Fucuk,0
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Bawang merah,Red onion,0
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Bawang putih,Garlic,0
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Halia,Ginger,0
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Cili boh,Chili flakes,1
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Cili giling,Ground chili peppers,1
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Asam jawa,Asam jawa,1
140,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,zero-shot,false,Kicap lemak,Kicap lemak,1
141,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,zero-shot,false,Puff Pastry,Puff Pastry,0
141,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,zero-shot,false,Sauce Tomato,Tomato Sauce,1
141,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,zero-shot,false,Sauce Chilli,Chili Sauce,1
141,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,zero-shot,false,Salami,Salami,1
141,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,zero-shot,false,Mozzarella Cheese,Mozzarella Cheese,0
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5c3d\u738b,Cheese Cheddar,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5c3d\u738b,Cheese Mozzarella,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5c0f\u52a9,Susu Full Cream,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5403\u5c3d,Whipping Cream or Cooking Cream,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u767e\u738b,Parsley,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u738b\u5c3d,Black Pepper,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u738b\u5c3d,Italian Herb,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5403\u5f90\u8fd9,Sos Pasta Cendawan,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5403\u8fd9,Sos Pasta Asli,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5403\u8fd9,Spiral Pasta or Macaroni Pasta,1
142,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,zero-shot,false,\u5403\u8fd9,Adabi Spiral Pasta or Macaroni Pasta,1
145,C6I4GVsLgnf,Gemma-SEA-LION v4 4B,zero-shot,false,஥ி,Marjerin or Butter,1
145,C6I4GVsLgnf,Gemma-SEA-LION v4 4B,zero-shot,false,丁二,Bread,0
145,C6I4GVsLgnf,Gemma-SEA-LION v4 4B,zero-shot,false,஥ி க,Sugar,1
145,C6I4GVsLgnf,Gemma-SEA-LION v4 4B,zero-shot,false,资局,Cheese,1
146,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,zero-shot,false,盥食,Sugar,0
146,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,zero-shot,false,日号都貊,Full Cream Milk,0
146,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,zero-shot,false,兮的号都,Cheese,1
146,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,zero-shot,false,辻岸,Egg,1
146,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,zero-shot,false,机件,Vanilla Essence,0
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,Â· kuning telur,Egg yolks,1
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,Â· telur ayam,Egg,1
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,ఉటಳತ೓ ఇ೗౛ೇ,Full cream milk,0
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,ఉ೗౛ೇ ತಳౚ೓,Whipping cream,0
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,ఉ೅ ತಳౚ೓,Esen vanila,1
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,ఊ೗ ೇ ಫ4ನ,Sugar,1
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,ఞ೗ ತಳౚ೓,Flour,1
148,CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,ఉೇ ೓ ತಳౚ೓,Salt,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,୔ிஸ,୔ிஸ,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,ி஌க,ி஌க,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,கி,கி,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,கி,கி,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,உிக,உிக,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,ி஌க,ி஌க,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,ה׃בו,ה׃בו,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,׃בו,׃בו,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,ב׃,ב׃,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,ב׃,ב׃,1
149,DElwUdQz-v2,Gemma-SEA-LION v4 4B,zero-shot,false,ב׃,ב׃,1
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,னஸுக,Roti Arab,1
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,ఖமு,Tomato Sos,1
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,ఊி,Cheese Mozzarella,1
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,ఖமு ఁేలఫ,Sosej,1
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,భటு,Garlic Powder,0
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,ఃுி,Italian Herb,1
150,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,యு,Mayonis,1
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Ayam,Chicken,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Beras Saji Aroma,Beras Saji Aroma,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Halia,Ginger,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Halia,Ginger,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Halia,Ginger,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Bawang putih,Garlic,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Bawang putih,Garlic,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Bawang daun,Scallions,1
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Air,Air,1
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Garam,Salt,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Garam,Salt,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Garam,Salt,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Garam,Salt,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Lada putih,White pepper,1
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Perasa,Spice blend,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Perasa,Spice blend,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Perasa,Spice blend,0
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Kunyit,Turmeric,1
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Bawang merah,Red chili,1
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Minyak,Olive oil,1
152,DR6OtTFksZm,Gemma-SEA-LION v4 4B,zero-shot,false,Air,Air,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,日明,Bawang Putih,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,旒了,Halia,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,称昮,Ayam,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,白前,Sos Tiram,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,述前,Kicap Lemak Manis,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,白前,Kicap Pekat,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,吃痵,Minyak Bijan,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,今前,Perencah Mi,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,早经,Carrot,0
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,兽万,Sayur Sawi,1
153,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,zero-shot,false,痊前,Telur,1
154,DGw2dWCzWyw,Gemma-SEA-LION v4 4B,zero-shot,false,\u784e\u5c3f\u5929\u738b Thai,Thai Green Tea Powder,0
154,DGw2dWCzWyw,Gemma-SEA-LION v4 4B,zero-shot,false,\u5206\u5e73,Vanilla Ice Cream,0
154,DGw2dWCzWyw,Gemma-SEA-LION v4 4B,zero-shot,false,\u8a7c\u592b,Milk,1
155,DGuVfoxTYDz,Gemma-SEA-LION v4 4B,zero-shot,false,kurma,currao,0
155,DGuVfoxTYDz,Gemma-SEA-LION v4 4B,zero-shot,false,susu full cream,full cream milk,0
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,百大气覄,Tomato puree,0
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,猫港气,Cumin,1
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,渣贚,Onion,0
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,歴西,Garlic,0
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,渣趁,Paprika,1
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,渣贚岣,Cucumber,1
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,渣西,Onion sprouts,1
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,洵西,Watercress,1
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,猫西,Celery,0
156,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,zero-shot,false,渣覄,Makaroni,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,甫在,甫在,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在丝有,Butter,0
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在樿,Hollandaise sauce,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在湟,Cabbage,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,樿平,Mushrooms,0
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,有樿,Garlic powder,0
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Salt,0
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,日海,Tomato,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Salt,0
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,樿平,Mushrooms,0
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,王在,Black pepper,1
157,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,海子,Omelet,1
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,nasi,rice,0
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,telur,egg,0
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,bawang merah,red onion,1
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,bawang putih,garlic,1
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,telur goreng,fried egg,1
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,kapur,soy sauce,1
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,sos tiram,oyster sauce,0
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,cili,chilli,0
158,CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,timun,cucumber,0
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,୙ஷୖ୓,Serai,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ஊிୖ୓,Lengkuas,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,୔ிୖ୓,Halia,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ଜிஷୖ,Kecap Manis,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ஷୖ,Cili,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,஖ிஷ,Bawang Putih,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,஖ிஷஸ,Bawang Merah,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ஔிஷ,Kunyit,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ଞிୖ,Ayam,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,଼ி,Kentang,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,கி,Santan Pekat,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,கிୖ,Asam Jawa,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ிୖ,Gula Merah,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ிୖ஍,Lada Putih,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,ிୖ஍஌,Lada Hitam,1
159,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,஖ி,Bawang Daun,1
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,ikan tenggiri,tenggiri,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,cili kering,dried chili,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,bawang merah,red onion,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,bawang putih,garlic,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,halia,garlic,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,halia,garlic,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,kunyit hidup,ground ginger,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,serai,lemongrass,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,daun kesum,kaffir lime leaves,1
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,gula,sugar,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,garam,salt,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,pecah minyak,pecah minyak,1
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,bunga kantan,galangal,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,asam kasturi,kalamansi,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,kacang bendi,mung beans,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,bawang,onion,1
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,terasi,terasi,1
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,bawang putih,garlic,0
160,CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,lada hitam,lada hitam,1
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,甮武,Water Chestnuts,1
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,新生,Onion,1
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,方武,Garlic,0
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,王方,Halia,1
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,鹍貏 ABC,Sos Manis ABC,1
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,鹍貏 ABC,Kicap Manis ABC,1
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,鹍貏 ABC,Cili Sos Sambal Asli,1
161,DHKfyyITTE8,MedGemma 4B,zero-shot,false,敼仳,Salt,0
162,DHm89ozTqeU,MedGemma 4B,zero-shot,false,஁ஶன ழன்,Popiah Skin,1
162,DHm89ozTqeU,MedGemma 4B,zero-shot,false,னழ் ஶைச,Buttercup (Margarine),1
