experiment_id,video_id,model_name,technique_name,rag_enabled,gt_ingredient_count,pred_ingredient_count,true_positives,false_positives
337,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,few-shot,false,5,6,5,1
338,DVutKvujazg,Gemma-SEA-LION v4 4B,few-shot,false,7,9,7,3
339,DVphyIijuJ_,Gemma-SEA-LION v4 4B,few-shot,false,2,5,2,3
340,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,few-shot,false,4,8,4,4
341,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,few-shot,false,2,5,2,3
342,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,few-shot,false,4,8,4,4
343,DE13y7pT_jx,Gemma-SEA-LION v4 4B,few-shot,false,12,10,12,0
344,C67f7RfyFAV,Gemma-SEA-LION v4 4B,few-shot,false,3,9,3,6
345,C6I4GVsLgnf,Gemma-SEA-LION v4 4B,few-shot,false,2,4,2,2
346,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,few-shot,false,2,6,2,4
347,C0suZXkxaBG,Gemma-SEA-LION v4 4B,few-shot,false,7,9,7,3
348,CxReOIZSoIV,Gemma-SEA-LION v4 4B,few-shot,false,4,9,4,5
349,DElwUdQz-v2,Gemma-SEA-LION v4 4B,few-shot,false,7,10,8,3
350,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,few-shot,false,7,7,7,0
351,DVP2N0hkp7Y,Gemma-SEA-LION v4 4B,few-shot,false,13,11,13,0
352,DR6OtTFksZm,Gemma-SEA-LION v4 4B,few-shot,false,16,14,18,4
353,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,few-shot,false,8,10,10,1
354,DGw2dWCzWyw,Gemma-SEA-LION v4 4B,few-shot,false,6,6,7,0
355,DGuVfoxTYDz,Gemma-SEA-LION v4 4B,few-shot,false,5,6,6,1
356,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,few-shot,false,8,11,9,4
357,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,few-shot,false,7,17,8,9
358,CveBqfspTjD,Gemma-SEA-LION v4 4B,few-shot,false,7,10,7,3
359,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,few-shot,false,5,12,5,7
361,DHKfyyITTE8,MedGemma 4B,few-shot,false,6,10,6,4
362,DHm89ozTqeU,MedGemma 4B,few-shot,false,1,5,1,4
363,DF4Fc8TTel4,MedGemma 4B,few-shot,false,6,7,6,1
364,DDQnLI_zd75,MedGemma 4B,few-shot,false,1,3,1,2
365,DCIwgyWvR4-,MedGemma 4B,few-shot,false,1,8,1,7
366,C_9nDkNOgWS,MedGemma 4B,few-shot,false,7,8,7,1
367,C8f7YMXS75g,MedGemma 4B,few-shot,false,3,6,3,3
368,C7kt-JZyx8J,MedGemma 4B,few-shot,false,9,9,9,0
369,C7F03BqSAng,MedGemma 4B,few-shot,false,7,8,7,1
370,C6uo2tySRev,MedGemma 4B,few-shot,false,3,5,3,2
371,DWArADckv2A,MedGemma 4B,few-shot,false,6,7,6,1
372,DV5BZafjOq4,MedGemma 4B,few-shot,false,4,7,4,3
373,DV2cZqiGRUl,MedGemma 4B,few-shot,false,6,10,6,4
374,DVxWajnjfAI,MedGemma 4B,few-shot,false,7,10,7,4
375,DVU9gqREi88,MedGemma 4B,few-shot,false,8,10,8,4
376,DWDOV3Ukq2t,MedGemma 4B,few-shot,false,8,8,8,0
377,DVxNpsVgbBG,MedGemma 4B,few-shot,false,4,6,4,2
378,DVutKvujazg,MedGemma 4B,few-shot,false,6,10,6,5
379,DVphyIijuJ_,MedGemma 4B,few-shot,false,7,9,7,2
380,DVkdLI3FtfP,MedGemma 4B,few-shot,false,5,9,5,4
381,DSuE2wWEfXr,MedGemma 4B,few-shot,false,2,5,2,3
382,DIxmuuyz0sC,MedGemma 4B,few-shot,false,5,8,5,3
383,DE13y7pT_jx,MedGemma 4B,few-shot,false,11,10,11,1
384,C67f7RfyFAV,MedGemma 4B,few-shot,false,3,9,3,6
385,C6I4GVsLgnf,MedGemma 4B,few-shot,false,2,4,2,2
386,C3tobkQJ2nA,MedGemma 4B,few-shot,false,3,5,3,2
387,C0suZXkxaBG,MedGemma 4B,few-shot,false,5,11,7,6
388,CxReOIZSoIV,MedGemma 4B,few-shot,false,2,6,2,4
389,DElwUdQz-v2,MedGemma 4B,few-shot,false,7,10,8,3
390,C9YrfhUS2lK,MedGemma 4B,few-shot,false,6,8,6,2
391,DVP2N0hkp7Y,MedGemma 4B,few-shot,false,11,11,11,2
392,DR6OtTFksZm,MedGemma 4B,few-shot,false,19,15,19,4
393,DNMxd6Lzy1f,MedGemma 4B,few-shot,false,5,11,6,5
394,DGw2dWCzWyw,MedGemma 4B,few-shot,false,4,5,4,1
395,DGuVfoxTYDz,MedGemma 4B,few-shot,false,6,5,6,0
396,CzTIQqfL2xY,MedGemma 4B,few-shot,false,5,9,6,4
397,CvyhUe2OHtM,MedGemma 4B,few-shot,false,6,10,6,4
398,CveBqfspTjD,MedGemma 4B,few-shot,false,7,10,7,3
399,Ct0jllVrFj4,MedGemma 4B,few-shot,false,5,12,5,7
400,CrGk9SDpNHM,MedGemma 4B,few-shot,false,9,11,9,2
401,DHKfyyITTE8,Llama 3.2 3B Instruct,chain-of-thought,false,0,10,0,10
402,DHm89ozTqeU,Llama 3.2 3B Instruct,chain-of-thought,false,1,5,1,4
403,DF4Fc8TTel4,Llama 3.2 3B Instruct,chain-of-thought,false,6,9,6,3
404,DDQnLI_zd75,Llama 3.2 3B Instruct,chain-of-thought,false,1,3,1,2
405,DCIwgyWvR4-,Llama 3.2 3B Instruct,chain-of-thought,false,2,5,2,3
406,C_9nDkNOgWS,Llama 3.2 3B Instruct,chain-of-thought,false,1,6,1,5
407,C8f7YMXS75g,Llama 3.2 3B Instruct,chain-of-thought,false,1,4,1,3
408,C7kt-JZyx8J,Llama 3.2 3B Instruct,chain-of-thought,false,1,10,2,8
412,DV5BZafjOq4,Llama 3.2 3B Instruct,chain-of-thought,false,1,3,1,2
413,DV2cZqiGRUl,Llama 3.2 3B Instruct,chain-of-thought,false,3,14,3,11
414,DVxWajnjfAI,Llama 3.2 3B Instruct,chain-of-thought,false,3,13,3,11
416,DWDOV3Ukq2t,Llama 3.2 3B Instruct,chain-of-thought,false,8,9,8,1
419,DVphyIijuJ_,Llama 3.2 3B Instruct,chain-of-thought,false,4,7,4,3
421,DSuE2wWEfXr,Llama 3.2 3B Instruct,chain-of-thought,false,2,7,2,5
422,DIxmuuyz0sC,Llama 3.2 3B Instruct,chain-of-thought,false,0,5,0,5
423,DE13y7pT_jx,Llama 3.2 3B Instruct,chain-of-thought,false,1,10,1,9
425,C6I4GVsLgnf,Llama 3.2 3B Instruct,chain-of-thought,false,0,4,0,4
426,C3tobkQJ2nA,Llama 3.2 3B Instruct,chain-of-thought,false,4,5,4,1
428,CxReOIZSoIV,Llama 3.2 3B Instruct,chain-of-thought,false,2,6,2,4
429,DElwUdQz-v2,Llama 3.2 3B Instruct,chain-of-thought,false,2,11,2,9
433,DNMxd6Lzy1f,Llama 3.2 3B Instruct,chain-of-thought,false,2,9,2,7
436,CzTIQqfL2xY,Llama 3.2 3B Instruct,chain-of-thought,false,0,7,0,7
437,CvyhUe2OHtM,Llama 3.2 3B Instruct,chain-of-thought,false,3,7,3,4
439,Ct0jllVrFj4,Llama 3.2 3B Instruct,chain-of-thought,false,0,13,0,13
440,CrGk9SDpNHM,Llama 3.2 3B Instruct,chain-of-thought,false,2,11,2,9
441,DHKfyyITTE8,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,10,1,9
442,DHm89ozTqeU,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,4,0,4
443,DF4Fc8TTel4,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,1,0,1
444,DDQnLI_zd75,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,3,1,2
445,DCIwgyWvR4-,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2,4,2,2
446,C_9nDkNOgWS,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,8,1,7
447,C8f7YMXS75g,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,5,2,3
448,C7kt-JZyx8J,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2,11,2,9
449,C7F03BqSAng,Phi-4-mini 3.8B Instruct,chain-of-thought,false,3,8,3,5
450,C6uo2tySRev,Phi-4-mini 3.8B Instruct,chain-of-thought,false,5,7,5,2
451,DWArADckv2A,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,7,0,7
452,DV5BZafjOq4,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,4,1,3
453,DV2cZqiGRUl,Phi-4-mini 3.8B Instruct,chain-of-thought,false,6,11,6,5
454,DVxWajnjfAI,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,11,0,11
455,DVU9gqREi88,Phi-4-mini 3.8B Instruct,chain-of-thought,false,6,11,6,7
456,DWDOV3Ukq2t,Phi-4-mini 3.8B Instruct,chain-of-thought,false,8,9,8,1
457,DVxNpsVgbBG,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,7,1,6
458,DVutKvujazg,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,16,0,16
459,DVphyIijuJ_,Phi-4-mini 3.8B Instruct,chain-of-thought,false,3,6,3,3
460,DVkdLI3FtfP,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,8,0,8
461,DSuE2wWEfXr,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2,5,2,3
462,DIxmuuyz0sC,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2,9,2,7
463,DE13y7pT_jx,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4,10,4,6
464,C67f7RfyFAV,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,1,0,1
468,CxReOIZSoIV,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2,6,2,4
469,DElwUdQz-v2,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,10,1,9
470,C9YrfhUS2lK,Phi-4-mini 3.8B Instruct,chain-of-thought,false,7,7,7,0
472,DR6OtTFksZm,Phi-4-mini 3.8B Instruct,chain-of-thought,false,5,10,5,8
475,DGuVfoxTYDz,Phi-4-mini 3.8B Instruct,chain-of-thought,false,5,5,5,1
476,CzTIQqfL2xY,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,18,0,18
477,CvyhUe2OHtM,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4,12,4,8
478,CveBqfspTjD,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,9,1,8
481,DHKfyyITTE8,Qwen 2.5 3B Instruct,chain-of-thought,false,1,9,1,8
482,DHm89ozTqeU,Qwen 2.5 3B Instruct,chain-of-thought,false,0,3,0,3
483,DF4Fc8TTel4,Qwen 2.5 3B Instruct,chain-of-thought,false,1,8,1,7
486,C_9nDkNOgWS,Qwen 2.5 3B Instruct,chain-of-thought,false,2,9,2,7
488,C7kt-JZyx8J,Qwen 2.5 3B Instruct,chain-of-thought,false,4,9,4,5
491,DWArADckv2A,Qwen 2.5 3B Instruct,chain-of-thought,false,2,7,2,5
492,DV5BZafjOq4,Qwen 2.5 3B Instruct,chain-of-thought,false,3,4,3,1
493,DV2cZqiGRUl,Qwen 2.5 3B Instruct,chain-of-thought,false,3,13,3,10
494,DVxWajnjfAI,Qwen 2.5 3B Instruct,chain-of-thought,false,8,12,10,4
495,DVU9gqREi88,Qwen 2.5 3B Instruct,chain-of-thought,false,7,11,7,6
496,DWDOV3Ukq2t,Qwen 2.5 3B Instruct,chain-of-thought,false,7,7,7,0
497,DVxNpsVgbBG,Qwen 2.5 3B Instruct,chain-of-thought,false,1,6,1,5
498,DVutKvujazg,Qwen 2.5 3B Instruct,chain-of-thought,false,1,11,1,10
501,DSuE2wWEfXr,Qwen 2.5 3B Instruct,chain-of-thought,false,2,7,2,5
502,DIxmuuyz0sC,Qwen 2.5 3B Instruct,chain-of-thought,false,0,9,0,9
503,DE13y7pT_jx,Qwen 2.5 3B Instruct,chain-of-thought,false,12,10,12,0
505,C6I4GVsLgnf,Qwen 2.5 3B Instruct,chain-of-thought,false,1,4,1,3
508,CxReOIZSoIV,Qwen 2.5 3B Instruct,chain-of-thought,false,4,7,4,3
509,DElwUdQz-v2,Qwen 2.5 3B Instruct,chain-of-thought,false,9,14,11,6
510,C9YrfhUS2lK,Qwen 2.5 3B Instruct,chain-of-thought,false,7,7,7,0
511,DVP2N0hkp7Y,Qwen 2.5 3B Instruct,chain-of-thought,false,5,9,5,4
512,DR6OtTFksZm,Qwen 2.5 3B Instruct,chain-of-thought,false,12,11,12,3
513,DNMxd6Lzy1f,Qwen 2.5 3B Instruct,chain-of-thought,false,9,11,10,2
514,DGw2dWCzWyw,Qwen 2.5 3B Instruct,chain-of-thought,false,2,2,2,0
515,DGuVfoxTYDz,Qwen 2.5 3B Instruct,chain-of-thought,false,0,5,0,5
516,CzTIQqfL2xY,Qwen 2.5 3B Instruct,chain-of-thought,false,3,11,3,8
517,CvyhUe2OHtM,Qwen 2.5 3B Instruct,chain-of-thought,false,5,10,5,5
518,CveBqfspTjD,Qwen 2.5 3B Instruct,chain-of-thought,false,4,10,4,6
519,Ct0jllVrFj4,Qwen 2.5 3B Instruct,chain-of-thought,false,3,15,3,12
520,CrGk9SDpNHM,Qwen 2.5 3B Instruct,chain-of-thought,false,13,14,13,1
521,DHKfyyITTE8,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,8,0,8
523,DF4Fc8TTel4,Gemma-SEA-LION v4 4B,chain-of-thought,false,1,9,1,8
524,DDQnLI_zd75,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,4,0,4
525,DCIwgyWvR4-,Gemma-SEA-LION v4 4B,chain-of-thought,false,2,4,2,2
526,C_9nDkNOgWS,Gemma-SEA-LION v4 4B,chain-of-thought,false,3,5,3,2
527,C8f7YMXS75g,Gemma-SEA-LION v4 4B,chain-of-thought,false,2,4,2,2
528,C7kt-JZyx8J,Gemma-SEA-LION v4 4B,chain-of-thought,false,3,8,3,5
529,C7F03BqSAng,Gemma-SEA-LION v4 4B,chain-of-thought,false,4,8,4,4
530,C6uo2tySRev,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,3,0,3
531,DWArADckv2A,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,7,0,7
532,DV5BZafjOq4,Gemma-SEA-LION v4 4B,chain-of-thought,false,1,5,1,4
533,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,chain-of-thought,false,4,12,6,6
536,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,chain-of-thought,false,2,7,2,5
537,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,chain-of-thought,false,1,6,1,5
540,DVkdLI3FtfP,Gemma-SEA-LION v4 4B,chain-of-thought,false,9,15,9,6
543,DE13y7pT_jx,Gemma-SEA-LION v4 4B,chain-of-thought,false,5,9,5,4
544,C67f7RfyFAV,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,1,0,1
545,C6I4GVsLgnf,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,4,0,4
546,C3tobkQJ2nA,Gemma-SEA-LION v4 4B,chain-of-thought,false,1,4,1,3
549,DElwUdQz-v2,Gemma-SEA-LION v4 4B,chain-of-thought,false,9,10,12,1
550,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,5,0,5
551,DVP2N0hkp7Y,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,12,11,3
552,DR6OtTFksZm,Gemma-SEA-LION v4 4B,chain-of-thought,false,6,10,6,7
553,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,10,8,2
554,DGw2dWCzWyw,Gemma-SEA-LION v4 4B,chain-of-thought,false,1,4,1,3
556,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,chain-of-thought,false,4,12,6,6
557,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,chain-of-thought,false,7,10,7,3
558,CveBqfspTjD,Gemma-SEA-LION v4 4B,chain-of-thought,false,5,10,5,5
561,DHKfyyITTE8,MedGemma 4B,chain-of-thought,false,7,9,8,2
563,DF4Fc8TTel4,MedGemma 4B,chain-of-thought,false,7,7,7,0
564,DDQnLI_zd75,MedGemma 4B,chain-of-thought,false,1,4,1,3
566,C_9nDkNOgWS,MedGemma 4B,chain-of-thought,false,5,8,5,3
567,C8f7YMXS75g,MedGemma 4B,chain-of-thought,false,1,4,1,3
568,C7kt-JZyx8J,MedGemma 4B,chain-of-thought,false,5,23,8,15
569,C7F03BqSAng,MedGemma 4B,chain-of-thought,false,3,10,3,7
570,C6uo2tySRev,MedGemma 4B,chain-of-thought,false,0,1,0,1
571,DWArADckv2A,MedGemma 4B,chain-of-thought,false,0,6,0,6
572,DV5BZafjOq4,MedGemma 4B,chain-of-thought,false,2,5,2,3
573,DV2cZqiGRUl,MedGemma 4B,chain-of-thought,false,2,7,2,5
574,DVxWajnjfAI,MedGemma 4B,chain-of-thought,false,5,14,12,6
575,DVU9gqREi88,MedGemma 4B,chain-of-thought,false,6,9,7,2
577,DVxNpsVgbBG,MedGemma 4B,chain-of-thought,false,1,5,1,4
578,DVutKvujazg,MedGemma 4B,chain-of-thought,false,13,14,13,2
579,DVphyIijuJ_,MedGemma 4B,chain-of-thought,false,5,10,5,5
581,DSuE2wWEfXr,MedGemma 4B,chain-of-thought,false,2,5,2,3
582,DIxmuuyz0sC,MedGemma 4B,chain-of-thought,false,1,10,1,9
583,DE13y7pT_jx,MedGemma 4B,chain-of-thought,false,11,10,12,0
585,C6I4GVsLgnf,MedGemma 4B,chain-of-thought,false,1,4,1,3
586,C3tobkQJ2nA,MedGemma 4B,chain-of-thought,false,2,2,2,0
588,CxReOIZSoIV,MedGemma 4B,chain-of-thought,false,3,7,3,4
589,DElwUdQz-v2,MedGemma 4B,chain-of-thought,false,8,9,9,2
590,C9YrfhUS2lK,MedGemma 4B,chain-of-thought,false,2,7,2,5
591,DVP2N0hkp7Y,MedGemma 4B,chain-of-thought,false,0,9,0,9
592,DR6OtTFksZm,MedGemma 4B,chain-of-thought,false,6,9,6,5
593,DNMxd6Lzy1f,MedGemma 4B,chain-of-thought,false,2,11,4,7
594,DGw2dWCzWyw,MedGemma 4B,chain-of-thought,false,2,2,2,0
595,DGuVfoxTYDz,MedGemma 4B,chain-of-thought,false,0,6,0,6
596,CzTIQqfL2xY,MedGemma 4B,chain-of-thought,false,7,9,9,2
597,CvyhUe2OHtM,MedGemma 4B,chain-of-thought,false,4,10,4,6
598,CveBqfspTjD,MedGemma 4B,chain-of-thought,false,0,11,0,11
599,Ct0jllVrFj4,MedGemma 4B,chain-of-thought,false,9,16,9,7
600,CrGk9SDpNHM,MedGemma 4B,chain-of-thought,false,2,15,3,12
601,DHKfyyITTE8,Llama 3.2 3B Instruct,structured-output,false,6,10,6,4
604,DDQnLI_zd75,Llama 3.2 3B Instruct,structured-output,false,1,3,1,2
605,DCIwgyWvR4-,Llama 3.2 3B Instruct,structured-output,false,1,5,1,4
606,C_9nDkNOgWS,Llama 3.2 3B Instruct,structured-output,false,3,5,3,2
607,C8f7YMXS75g,Llama 3.2 3B Instruct,structured-output,false,3,6,3,3
608,C7kt-JZyx8J,Llama 3.2 3B Instruct,structured-output,false,1,8,1,7
609,C7F03BqSAng,Llama 3.2 3B Instruct,structured-output,false,3,8,3,5
610,C6uo2tySRev,Llama 3.2 3B Instruct,structured-output,false,3,5,3,2
611,DWArADckv2A,Llama 3.2 3B Instruct,structured-output,false,4,6,4,2
612,DV5BZafjOq4,Llama 3.2 3B Instruct,structured-output,false,3,3,3,0
613,DV2cZqiGRUl,Llama 3.2 3B Instruct,structured-output,false,6,11,6,5
614,DVxWajnjfAI,Llama 3.2 3B Instruct,structured-output,false,6,10,6,4
615,DVU9gqREi88,Llama 3.2 3B Instruct,structured-output,false,5,6,5,1
616,DWDOV3Ukq2t,Llama 3.2 3B Instruct,structured-output,false,0,10,0,10
617,DVxNpsVgbBG,Llama 3.2 3B Instruct,structured-output,false,4,5,4,1
618,DVutKvujazg,Llama 3.2 3B Instruct,structured-output,false,1,5,1,4
620,DVkdLI3FtfP,Llama 3.2 3B Instruct,structured-output,false,6,8,6,2
621,DSuE2wWEfXr,Llama 3.2 3B Instruct,structured-output,false,2,5,2,3
622,DIxmuuyz0sC,Llama 3.2 3B Instruct,structured-output,false,3,9,3,6
623,DE13y7pT_jx,Llama 3.2 3B Instruct,structured-output,false,10,9,10,0
624,C67f7RfyFAV,Llama 3.2 3B Instruct,structured-output,false,0,8,0,8
625,C6I4GVsLgnf,Llama 3.2 3B Instruct,structured-output,false,2,4,2,2
626,C3tobkQJ2nA,Llama 3.2 3B Instruct,structured-output,false,3,6,3,3
627,C0suZXkxaBG,Llama 3.2 3B Instruct,structured-output,false,8,12,8,5
628,CxReOIZSoIV,Llama 3.2 3B Instruct,structured-output,false,1,5,1,4
629,DElwUdQz-v2,Llama 3.2 3B Instruct,structured-output,false,0,6,0,6
630,C9YrfhUS2lK,Llama 3.2 3B Instruct,structured-output,false,7,7,7,0
631,DVP2N0hkp7Y,Llama 3.2 3B Instruct,structured-output,false,10,9,10,1
632,DR6OtTFksZm,Llama 3.2 3B Instruct,structured-output,false,8,7,8,2
633,DNMxd6Lzy1f,Llama 3.2 3B Instruct,structured-output,false,10,10,10,0
634,DGw2dWCzWyw,Llama 3.2 3B Instruct,structured-output,false,4,4,4,0
636,CzTIQqfL2xY,Llama 3.2 3B Instruct,structured-output,false,1,4,1,3
637,CvyhUe2OHtM,Llama 3.2 3B Instruct,structured-output,false,8,10,8,2
638,CveBqfspTjD,Llama 3.2 3B Instruct,structured-output,false,4,7,4,3
639,Ct0jllVrFj4,Llama 3.2 3B Instruct,structured-output,false,0,10,0,10
640,CrGk9SDpNHM,Llama 3.2 3B Instruct,structured-output,false,10,15,10,5
641,DHKfyyITTE8,Phi-4-mini 3.8B Instruct,structured-output,false,6,10,7,4
642,DHm89ozTqeU,Phi-4-mini 3.8B Instruct,structured-output,false,0,2,0,2
643,DF4Fc8TTel4,Phi-4-mini 3.8B Instruct,structured-output,false,6,8,6,2
644,DDQnLI_zd75,Phi-4-mini 3.8B Instruct,structured-output,false,1,4,1,3
645,DCIwgyWvR4-,Phi-4-mini 3.8B Instruct,structured-output,false,1,7,1,6
646,C_9nDkNOgWS,Phi-4-mini 3.8B Instruct,structured-output,false,6,8,6,2
647,C8f7YMXS75g,Phi-4-mini 3.8B Instruct,structured-output,false,1,4,1,3
648,C7kt-JZyx8J,Phi-4-mini 3.8B Instruct,structured-output,false,2,9,2,7
649,C7F03BqSAng,Phi-4-mini 3.8B Instruct,structured-output,false,3,8,3,5
650,C6uo2tySRev,Phi-4-mini 3.8B Instruct,structured-output,false,3,3,3,0
652,DV5BZafjOq4,Phi-4-mini 3.8B Instruct,structured-output,false,2,5,2,3
653,DV2cZqiGRUl,Phi-4-mini 3.8B Instruct,structured-output,false,5,10,5,5
655,DVU9gqREi88,Phi-4-mini 3.8B Instruct,structured-output,false,4,7,5,2
656,DWDOV3Ukq2t,Phi-4-mini 3.8B Instruct,structured-output,false,7,7,7,0
657,DVxNpsVgbBG,Phi-4-mini 3.8B Instruct,structured-output,false,4,6,4,2
658,DVutKvujazg,Phi-4-mini 3.8B Instruct,structured-output,false,0,10,0,10
659,DVphyIijuJ_,Phi-4-mini 3.8B Instruct,structured-output,false,7,11,7,4
660,DVkdLI3FtfP,Phi-4-mini 3.8B Instruct,structured-output,false,2,5,2,3
661,DSuE2wWEfXr,Phi-4-mini 3.8B Instruct,structured-output,false,2,3,2,1
662,DIxmuuyz0sC,Phi-4-mini 3.8B Instruct,structured-output,false,1,6,1,5
664,C67f7RfyFAV,Phi-4-mini 3.8B Instruct,structured-output,false,2,6,2,4
665,C6I4GVsLgnf,Phi-4-mini 3.8B Instruct,structured-output,false,0,4,0,4
666,C3tobkQJ2nA,Phi-4-mini 3.8B Instruct,structured-output,false,2,5,2,3
667,C0suZXkxaBG,Phi-4-mini 3.8B Instruct,structured-output,false,9,11,9,3
668,CxReOIZSoIV,Phi-4-mini 3.8B Instruct,structured-output,false,5,7,5,2
670,C9YrfhUS2lK,Phi-4-mini 3.8B Instruct,structured-output,false,7,7,7,0
671,DVP2N0hkp7Y,Phi-4-mini 3.8B Instruct,structured-output,false,12,10,12,0
672,DR6OtTFksZm,Phi-4-mini 3.8B Instruct,structured-output,false,7,5,9,1
673,DNMxd6Lzy1f,Phi-4-mini 3.8B Instruct,structured-output,false,7,10,7,3
674,DGw2dWCzWyw,Phi-4-mini 3.8B Instruct,structured-output,false,4,4,4,0
675,DGuVfoxTYDz,Phi-4-mini 3.8B Instruct,structured-output,false,0,4,0,4
676,CzTIQqfL2xY,Phi-4-mini 3.8B Instruct,structured-output,false,1,5,1,4
677,CvyhUe2OHtM,Phi-4-mini 3.8B Instruct,structured-output,false,6,9,6,3
678,CveBqfspTjD,Phi-4-mini 3.8B Instruct,structured-output,false,5,5,5,0
679,Ct0jllVrFj4,Phi-4-mini 3.8B Instruct,structured-output,false,6,11,6,5
680,CrGk9SDpNHM,Phi-4-mini 3.8B Instruct,structured-output,false,6,7,7,1
682,DHm89ozTqeU,Qwen 2.5 3B Instruct,structured-output,false,1,4,1,3
683,DF4Fc8TTel4,Qwen 2.5 3B Instruct,structured-output,false,6,8,6,2
685,DCIwgyWvR4-,Qwen 2.5 3B Instruct,structured-output,false,1,5,1,4
686,C_9nDkNOgWS,Qwen 2.5 3B Instruct,structured-output,false,7,8,7,1
687,C8f7YMXS75g,Qwen 2.5 3B Instruct,structured-output,false,1,4,1,3
688,C7kt-JZyx8J,Qwen 2.5 3B Instruct,structured-output,false,6,9,6,3
690,C6uo2tySRev,Qwen 2.5 3B Instruct,structured-output,false,4,5,4,1
691,DWArADckv2A,Qwen 2.5 3B Instruct,structured-output,false,2,5,2,3
692,DV5BZafjOq4,Qwen 2.5 3B Instruct,structured-output,false,2,4,2,2
693,DV2cZqiGRUl,Qwen 2.5 3B Instruct,structured-output,false,6,10,6,4
694,DVxWajnjfAI,Qwen 2.5 3B Instruct,structured-output,false,5,10,5,5
695,DVU9gqREi88,Qwen 2.5 3B Instruct,structured-output,false,7,10,7,3
696,DWDOV3Ukq2t,Qwen 2.5 3B Instruct,structured-output,false,7,7,7,0
697,DVxNpsVgbBG,Qwen 2.5 3B Instruct,structured-output,false,5,6,5,1
698,DVutKvujazg,Qwen 2.5 3B Instruct,structured-output,false,9,9,9,1
699,DVphyIijuJ_,Qwen 2.5 3B Instruct,structured-output,false,5,8,5,3
700,DVkdLI3FtfP,Qwen 2.5 3B Instruct,structured-output,false,7,10,7,3
701,DSuE2wWEfXr,Qwen 2.5 3B Instruct,structured-output,false,2,5,2,3
702,DIxmuuyz0sC,Qwen 2.5 3B Instruct,structured-output,false,4,8,4,4
703,DE13y7pT_jx,Qwen 2.5 3B Instruct,structured-output,false,11,10,11,1
705,C6I4GVsLgnf,Qwen 2.5 3B Instruct,structured-output,false,2,4,2,2
707,C0suZXkxaBG,Qwen 2.5 3B Instruct,structured-output,false,10,10,11,0
709,DElwUdQz-v2,Qwen 2.5 3B Instruct,structured-output,false,2,12,2,10
711,DVP2N0hkp7Y,Qwen 2.5 3B Instruct,structured-output,false,12,10,13,1
712,DR6OtTFksZm,Qwen 2.5 3B Instruct,structured-output,false,10,7,12,0
713,DNMxd6Lzy1f,Qwen 2.5 3B Instruct,structured-output,false,9,10,9,1
714,DGw2dWCzWyw,Qwen 2.5 3B Instruct,structured-output,false,2,5,2,3
715,DGuVfoxTYDz,Qwen 2.5 3B Instruct,structured-output,false,5,5,5,1
